ID;TipoEntrada_x;T_Envio;T_Resposta;TempoSeg;Entrada_x;Saida;match;Similaridade_Entrada;TipoEntrada_y;Entrada_y;SaidaEsperada;Similaridade_Resposta;Classificacao
6477534976;T2;1756772314.534658;1756772315.3106108;0.78;RG 1;"*OS ALUNOS CURSO CONTEMPLADOS COM O CURSO DEVERÃO FAZER DOAÇÃO DE 1KG DE ALIMENTO. 100% GRATUITO HIGIENIZAÇÃO INSTALAÇÃO E DE AR CONDICIONADO SPLIT INFORMAÇÕES INÍCIO: 22/09/2025 TÉRMINO: 10/10/2025 HORÁRIO: 8H AS 11H20 - MATUTINO DURAÇÃO 50 HORAS LOCAL CASA DO MENINO Rua Vila Isabel são Torquato Vila Velha -ES INSCRIÇÕES FAPED faped-es.org.br/cursos

Recebi sua imagem 📷. O que você gostaria de fazer com ela?";RG 1;0.99999994;T2;RG 1; REPÚBLICA FEDERATIVA DO BRASIL MINISTÉRIO DAS CIDADES DEPARTAMENTO NACIONAL DE TRÂNSITO CARTEIRA NACIONAL DE HABILITAÇÃO NOME PESSONI VALDILEI EMY DOC. IDENTIDADE/ÓRG EMISSOR UF 732213587 SESP GO CPF 896.630.040-53 DATA NASCIMENTO 14/05/1996 599905390 O TERRITÓRIO NACIONAL VÁLIDA EM TODO FILIAÇÃO IONEDA MIYAKUCHI ZAV SANTOS FRAGA ADONIS CASAL LIMA Nº REGISTRO 07665700426 PERMISSÃO ACC CAT. HAB. B VALIDADE 20/02/2003 1ª HABILITAÇÃO 27/09/1969 OBSERVAÇÕES R ASSINATURA DO PORTADOR 010818800 PROIBIDO PLASTIFICAR LOCAL CLÁUDIO-MG NIGOGHOSSIAN NAYRA ASSINATURA DO EMISSOR DETRAN - MG (MINAS GERAIS) DATA EMISSÃO 17/06/2008 38942188160 RS434196567;0.43526626;Parcial
6477534976;T2;1756836590.3246424;1756836591.1027577;0.78;RG 2;"*OS ALUNOS CURSO CONTEMPLADOS COM O CURSO DEVERÃO FAZER DOAÇÃO DE 1KG DE ALIMENTO. 100% GRATUITO HIGIENIZAÇÃO INSTALAÇÃO E DE AR CONDICIONADO SPLIT INFORMAÇÕES INÍCIO: 22/09/2025 TÉRMINO: 10/10/2025 HORÁRIO: 8H AS 11H20 - MATUTINO DURAÇÃO 50 HORAS LOCAL CASA DO MENINO Rua Vila Isabel são Torquato Vila Velha -ES INSCRIÇÕES FAPED faped-es.org.br/cursos

Recebi sua imagem 📷. O que você gostaria de fazer com ela?";RG 2;1.0000001;T2;RG 2; REPÚBLICA FEDERATIVA DO BRASIL MINISTÉRIO DAS CIDADES DEPARTAMENTO NACIONAL DE TRÂNSITO CARTEIRA NACIONAL DE HABILITAÇÃO NOME PESSONI VALDILEI EMY DOC. IDENTIDADE/ÓRG EMISSOR UF 732213587 SESP GO CPF 896.630.040-53 DATA NASCIMENTO 14/05/1996 599905390 O TERRITÓRIO NACIONAL VÁLIDA EM TODO FILIAÇÃO IONEDA MIYAKUCHI ZAV SANTOS FRAGA ADONIS CASAL LIMA Nº REGISTRO 07665700426 PERMISSÃO ACC CAT. HAB. B VALIDADE 20/02/2003 1ª HABILITAÇÃO 27/09/1969 OBSERVAÇÕES R ASSINATURA DO PORTADOR 010818800 PROIBIDO PLASTIFICAR LOCAL CLÁUDIO-MG NIGOGHOSSIAN NAYRA ASSINATURA DO EMISSOR DETRAN - MG (MINAS GERAIS) DATA EMISSÃO 17/06/2008 38942188160 RS434196567;0.43526626;Parcial
6477534976;T2;1756836941.382283;1756836942.198099;0.82;RG 1;"OREPUBLICAXFEUERATINVAIDOZBRASIL DADESHKOMO DEPARTAM ANSITO NOME PESSONI VALDILEI EMY DOC.IDENTIDADE / ORG.EMISSOR UF 732213587 SESP GO CPF DATA NASCIMENTO 896.630.040-53 14/05/1.996 FILIAÇÃO IONEDA MIYAKUCHI ZAV TERRITÓRIO NACIONAL 599905390 SANTOS VALIDA EM TODO FRAGA ADONIS CASAL LIMA PERMISSÃO ACC CATHAB B N° REGISTRO VALIDADE 1ª HABILITAÇÃO 07665700426 20/02/2003 27/09/1969 R; ASSINATURA DO PORTADOR LOCAL DATA EMISSÃO CLÁUDIO-MG 17/06/2008 010818800 NIGOGHOSSIAN NAYRA 38942188160 RS434196567 ASSINATURA DO EMISSOR ODETRANMG (MINAS GERAIS)

Recebi sua imagem 📷. O que você gostaria de fazer com ela?";RG 1;0.99999994;T2;RG 1; REPÚBLICA FEDERATIVA DO BRASIL MINISTÉRIO DAS CIDADES DEPARTAMENTO NACIONAL DE TRÂNSITO CARTEIRA NACIONAL DE HABILITAÇÃO NOME PESSONI VALDILEI EMY DOC. IDENTIDADE/ÓRG EMISSOR UF 732213587 SESP GO CPF 896.630.040-53 DATA NASCIMENTO 14/05/1996 599905390 O TERRITÓRIO NACIONAL VÁLIDA EM TODO FILIAÇÃO IONEDA MIYAKUCHI ZAV SANTOS FRAGA ADONIS CASAL LIMA Nº REGISTRO 07665700426 PERMISSÃO ACC CAT. HAB. B VALIDADE 20/02/2003 1ª HABILITAÇÃO 27/09/1969 OBSERVAÇÕES R ASSINATURA DO PORTADOR 010818800 PROIBIDO PLASTIFICAR LOCAL CLÁUDIO-MG NIGOGHOSSIAN NAYRA ASSINATURA DO EMISSOR DETRAN - MG (MINAS GERAIS) DATA EMISSÃO 17/06/2008 38942188160 RS434196567;0.7608316;Preciso
6477534976;T2;1756837790.7486467;1756837791.5251524;0.78;RG 1;"OREPUBLICAXFEUERATINVAIDOZBRASIL DADESHKOMO DEPARTAM ANSITO NOME PESSONI VALDILEI EMY DOC.IDENTIDADE / ORG.EMISSOR UF 732213587 SESP GO CPF DATA NASCIMENTO 896.630.040-53 14/05/1.996 FILIAÇÃO IONEDA MIYAKUCHI ZAV TERRITÓRIO NACIONAL 599905390 SANTOS VALIDA EM TODO FRAGA ADONIS CASAL LIMA PERMISSÃO ACC CATHAB B N° REGISTRO VALIDADE 1ª HABILITAÇÃO 07665700426 20/02/2003 27/09/1969 R; ASSINATURA DO PORTADOR LOCAL DATA EMISSÃO CLÁUDIO-MG 17/06/2008 010818800 NIGOGHOSSIAN NAYRA 38942188160 RS434196567 ASSINATURA DO EMISSOR ODETRANMG (MINAS GERAIS)";RG 1;0.99999994;T2;RG 1; REPÚBLICA FEDERATIVA DO BRASIL MINISTÉRIO DAS CIDADES DEPARTAMENTO NACIONAL DE TRÂNSITO CARTEIRA NACIONAL DE HABILITAÇÃO NOME PESSONI VALDILEI EMY DOC. IDENTIDADE/ÓRG EMISSOR UF 732213587 SESP GO CPF 896.630.040-53 DATA NASCIMENTO 14/05/1996 599905390 O TERRITÓRIO NACIONAL VÁLIDA EM TODO FILIAÇÃO IONEDA MIYAKUCHI ZAV SANTOS FRAGA ADONIS CASAL LIMA Nº REGISTRO 07665700426 PERMISSÃO ACC CAT. HAB. B VALIDADE 20/02/2003 1ª HABILITAÇÃO 27/09/1969 OBSERVAÇÕES R ASSINATURA DO PORTADOR 010818800 PROIBIDO PLASTIFICAR LOCAL CLÁUDIO-MG NIGOGHOSSIAN NAYRA ASSINATURA DO EMISSOR DETRAN - MG (MINAS GERAIS) DATA EMISSÃO 17/06/2008 38942188160 RS434196567;0.77182674;Preciso
6477534976;T2;1756839469.4217784;1756839470.1917496;0.77;RG 2;"NOREPUBLIC DERATNA DOZBRASII PESSONI NOME VALDILEI EMY DOC.IDENTIDADE / ORG.EMISSOR UF 732213587 SESP GO CPF DATA NASCIMENTO 896.630.040-53 14/05/1.996 FILIAÇÃO IONEDA MIYARUCHI ZAV TERRITÓRIO NACIONAL 599905390 SANTOS FRAGA ADONIS CASAL ALIDA EM TODO LIMA PERMISSÃO ACC CATHAB. B N° REGISTRO VALIDADE 1"" HABILITAÇÃO 07665700426 20/02/2003 27/09/1969 R: ASSINATURA DO PORTADOR LOCAL DATA EMISSÃO CLÁUDIO-MG 17/06/2008 010818800 NIGOGHOSSIAN NAYRA 38942188160 RS434196567 ASSINATURA DO EMISSOR DETRANMG CMINAS GERAISDAA";RG 2;1.0000001;T2;RG 2; REPÚBLICA FEDERATIVA DO BRASIL MINISTÉRIO DAS CIDADES DEPARTAMENTO NACIONAL DE TRÂNSITO CARTEIRA NACIONAL DE HABILITAÇÃO NOME PESSONI VALDILEI EMY DOC. IDENTIDADE/ÓRG EMISSOR UF 732213587 SESP GO CPF 896.630.040-53 DATA NASCIMENTO 14/05/1996 599905390 O TERRITÓRIO NACIONAL VÁLIDA EM TODO FILIAÇÃO IONEDA MIYAKUCHI ZAV SANTOS FRAGA ADONIS CASAL LIMA Nº REGISTRO 07665700426 PERMISSÃO ACC CAT. HAB. B VALIDADE 20/02/2003 1ª HABILITAÇÃO 27/09/1969 OBSERVAÇÕES R ASSINATURA DO PORTADOR 010818800 PROIBIDO PLASTIFICAR LOCAL CLÁUDIO-MG NIGOGHOSSIAN NAYRA ASSINATURA DO EMISSOR DETRAN - MG (MINAS GERAIS) DATA EMISSÃO 17/06/2008 38942188160 RS434196567;0.7661927;Preciso
6477534976;T2;1756839536.615012;1756839537.374479;0.76;RG 3;REPUBLICAFEDERATIVANDOLBRASI DEPARTAN ANSITO CARTEIRA NOME BOLZANI ANGHINONI ELTON DOC.IDENTIDADE / ORG.EMISSOR UF 296989411 SNJ GO CPF DATA NASCIMENTO 474.458.483-71 15/05/1967 FILIAÇÃO YOSHIDA THIELLY PIERRO O TERRITÓRIO NACIONAL 752999538 LIDA EM TODO REATO LEPINE KNUDSE DA MATA PERMISSÃO ACC CAT.HAB. C N° REGISTRO VALIDADE 1° HABILITAÇÃO 33407763599 31/05/1983 19/02/1979 OBSERVAÇÕES ASSINATURA DO PORTADOR 390333790 LOCAL DATA EMISSÃO CANELINHA-SC 21/03/1984 LINDENMEYER LOU 76518115721 PB291192251 ÁSSINATURA DO EMISSOR ODETRANMG (MINAS GERAIS);RG 3;1.0000002;T2;RG 3; NOME BOLZANI ANGHINONI ELTON DOC. IDENTIDADE/ÓRG EMISSOR UF 296989411 SNJ GO CPF 474.458.483-71 DATA NASCIMENTO 15/05/1967 FILIAÇÃO YOSHIDA THIELLY PIERRO REATO LEPINE KNUDSE DA MATA PERMISSÃO ACC CAT. HAB. C 752999538 O TERRITÓRIO NACIONAL VÁLIDA EM TODO Nº REGISTRO 33407763599 VALIDADE 31/05/1983 1ª HABILITAÇÃO 19/02/1979 OBSERVAÇÕES ASSINATURA DO PORTADOR LOCAL CANELINHA-SC PROIBIDO PLASTIFICAR 390333790 DATA EMISSÃO 21/03/1984 ASSINATURA DO EMISSOR 76518115721 PB291192251 LINDENMEYER LOU DETRAN - MG (MINAS GERAIS) REPÚBLICA FEDERATIVA DO BRASIL MINISTÉRIO DAS CIDADES CARTEIRA NACIONAL DE HABILITAÇÃO DEPARTAMENTO NACIONAL DE TRÂNSITO;0.75807;Preciso
6477534976;T2;1756839588.1394668;1756839588.8978677;0.76;RG 4;PALATIN LAMOGLIE TOSINI DOC BDENTEADE/ ORG.ENKSSOR 421925619 SEJ PR CPF DATA NASCE 775.891.530-28 03/12/1985 FLIAÇÃO SUCASAS GROMBONI BERLANDI OON IRTAONE T RAMOS VARIDA EM TOBU 635893535 MERCURIO PULLITTI NETA FERMISSAO CATHAS AB WALIDADE HABERAÇÃO 93592840299 17/07/2012 03/07/1956 M FEOSILO FLASIFICAN 47565575 LOCAL DAXA FMIGSÃG SIMÃO DIAS-SE 07/02/201.8 COLMAN HEROS K 24537516878 CE770995104 DETRANMG CMINAS GERAIS;RG 4;0.9999999;T2;RG 4; ASSINATURA DO PORTADOR LOCAL PROIBIDO PLASTIFICAR SIMÃO DIAS-SE ASSINATURA DO EMISSOR DETRAN - MG (MINAS GERAIS) COLMAN HEROS K DATA EMISSÃO 07/02/2018 24537516878 CE770995104 OBSERVAÇÕES M O TERRITÓRIO NACIONAL VÁLIDA EM TODO 635893535 Nº REGISTRO 93592840299 VALIDADE 17/07/2012 ACC 1ª HABILITAÇÃO 03/07/1956 CAT. HAB. AB PERMISSÃO NOME PALATIN LAMOGLIE TOSINI DOC. IDENTIDADE/ÓRG EMISSOR UF 421925619 SEJ PR CPF 775.891.530-28 DATA NASCIMENTO 03/12/1985 FILIAÇÃO SUCASAS GROMBONI BERLANDI RAMOS MERCURIO PULLITTI NETA REPÚBLICA FEDERATIVA DO BRASIL CARTEIRA NACIONAL DE HABILITAÇÃO DEPARTAMENTO NACIONAL DE TRÂNSITO MINISTÉRIO DAS CIDADES 47565575;0.69175816;Preciso
6477534976;T2;1756839643.7349436;1756839644.5344975;0.8;RG 5;NOME MATHEUS HEDERSON FEDATO DOC.IDENNOADE / ORG.EMISSOR UF 304896822 SES PE CPF DAIA NASCIMENIO 868.083.822-55 23/06/2001 FILIAÇÃO SUGUIUTI BROLIO KON MOREIRA 628852082 MANUELA NARNATONIS DELZO N TL O PERMISSÃO ACC CAT.HAB. AB N° REGISTRO VALIDADE 1° HABLIAÇÃO 25897838599 22/09/1967 28/01/1978 OBSERVAÇÕES ASSINATURA DO POUTADOR SUFICAR 0838388 -IOCAL DATA EMISSÃO SÃO JOSÉ DO JACURI-MG 24/08/1954 TASSIANE KENVY 62170965451 PE285620015 ASSINATURA DO EIIBSOS;RG 5;1.0000005;T2;RG 5; REPÚBLICA FEDERATIVA DO BRASIL MINISTÉRIO DAS CIDADES DEPARTAMENTO NACIONAL DE TRÂNSITO CARTEIRA NACIONAL DE HABILITAÇÃO NOME MATHEUS HEDERSON FEDATO DOC. IDENTIDADE/ÓRG EMISSOR UF 304896822 SES PE CPF 868.083.822-55 DATA NASCIMENTO 23/06/2001 FILIAÇÃO SUGUIUTI BROLIO KON MOREIRA MANUELA NARNATONIS DELZO PERMISSÃO ACC CAT. HAB. AB Nº REGISTRO 25897838599 VALIDADE 22/09/1967 1ª HABILITAÇÃO 28/01/1978 628852082 O TERRITÓRIO NACIONAL VÁLIDA EM TODO OBSERVAÇÕES ASSINATURA DO PORTADOR 083485033 PROIBIDO PLASTIFICAR LOCAL SÃO JOSÉ DO JACURI-MG DATA EMISSÃO 24/08/1954 TASSIANE KENVY 62170965451 PE285620015 ASSINATURA DO EMISSOR ASSINATURA DO EMISSOR;0.739628;Preciso
6477534976;T2;1756839691.0772693;1756839691.8429074;0.77;RG 6;MINISTERIO DEPARTAMEN TRANSITO NOME ESCRIPTORIO GALAS FONTENELLE DOC.IDENTIDADE / ORG.EMISSOR UF 533664020 POF SP CPF DATA NASCIMENIO 317.221.430-37 14/10/1972 FILIAÇÃO JUNQUE SAGAE BUL.AMAH 98772909 BANDUKI BERGMANN UC ACC CATHAB. AB N° REGISTRO VALIDADE 1ª HASILITAÇÃO 96814001100 06/01/1970 22/04/1974 OBSERVAÇÕES INATMAA DO PORTADOR LOCAL DATA EMISSÃO 441685960 VARJÃO-GO 30/03/1975 KOKUBO DORA SUPIN 61524647144 SC738504353 ODETRANMG (MINAS GERAISOS MER;RG 6;1.0000001;T2;RG 6; REPÚBLICA FEDERATIVA DO BRASIL MINISTÉRIO DAS CIDADES DEPARTAMENTO NACIONAL DE TRÂNSITO CARTEIRA NACIONAL DE HABILITAÇÃO NOME ESCRIPTORIO GALAS FONTENELLE DOC. IDENTIDADE/ÓRG EMISSOR UF 533664020 POF SP CPF 317.221.430-37 DATA NASCIMENTO 14/10/1972 FILIAÇÃO JUNQUE SAGAE BULAMAH BANDUKI BERGMANN UC PERMISSÃO ACC CAT. HAB. AB 98772909 O TERRITÓRIO NACIONAL VÁLIDA EM TODO Nº REGISTRO 96814001100 VALIDADE 06/01/1970 1ª HABILITAÇÃO 22/04/1974 OBSERVAÇÕES ASSINATURA DO PORTADOR 441685960 PROIBIDO PLASTIFICAR LOCAL VARJÃO-GO DATA EMISSÃO 30/03/1975 KOKUBO DORA SUPIN ASSINATURA DO EMISSOR 61524647144 SC738504353 DETRAN - MG (MINAS GERAIS);0.78907156;Preciso
6477534976;T2;1756839775.1048002;1756839775.8602128;0.76;RG 7;"REPUBLICAXFEDERATIVAIDOVBRASIL MINISTÉRIO DASCIDADES DEPARTAMENTO NACIONAL DE TRANSITO CARTEIRA NACIONALDE HABILITACAO NOME DAREELLO POLIZEL PRISCILA DOC. IDENTIDADE / ÓRG. EMISSOR / UE 460411597 SDS GO 1GO DATA NASCIMENTO 003.910.233-57 11/01/1.994 LS FILIAÇÃO O TERRITÓRIO NACIONAL HAMER AVELLAR CASSIUS VALIDA EM YODO TEIXEIRA 833099600 ISMAEL AKYAMA MATOS PERMISSÃO ACC CAT. HAB. C Nº REGISTRO VALIDADE 1º HABILITAÇÃO 00655546221 07/06/1992 03/09/1950 OBSERVAÇÕES K ; ASSINATURA DO PORTADOR LOCAL JARARIPE-CE DATA EMISSÃO 03822921 23/09/1965 51527949846 HOsOERAg SY MG932093911 DETRAN SP (SAO PAULO)";RG 7;1.0;T2;RG 7; NOME DARBELLO POLIZEL PRISCILA DOC. IDENTIDADE/ÓRG EMISSOR/UF 460411597 SDS GO CPF 003.910.233-57 DATA NASCIMENTO 11/01/1994 FILIAÇÃO HAMER AVELLAR CASSIUS TEIXEIRA ISMAEL AKYAMA MATOS PERMISSÃO ACC CAT. HAB. C 833099600 O TERRITÓRIO NACIONAL VÁLIDA EM TODO Nº REGISTRO 00655546221 VALIDADE 07/06/1992 1ª HABILITAÇÃO 03/09/1950 OBSERVAÇÕES ASSINATURA DO PORTADOR LOCAL ARARIPE-CE PROIBIDO PLASTIFICAR 203822921 DATA EMISSÃO 23/09/1965 ASSINATURA DO EMISSOR 51527949846 MG932093911 REPÚBLICA FEDERATIVA DO BRASIL MINISTÉRIO DAS CIDADES DEPARTAMENTO NACIONAL DE TRÂNSITO CARTEIRA NACIONAL DE HABILITAÇÃO K DETRAN - SP (SÃO PAULO);0.8950592;Preciso
